Area of The Plot (In Squarefeet),Area of The Plot (In Squarefeet),Age Of The House,Number of Bedrooms,Area Population,Price (In Rupees)
231.0794172,"62,911.518",6,3,39738,1133084.324
286.7234833,"78,060.651",6,2,47152,1491145.24
263.4142631,"71,714.701",5,3,28294,853142.8085
216.6040102,"58,970.580",6,6,18992,973688.7555
329.5376717,"89,716.841",5,6,60887,2105991.792
216.5119165,"58,945.507",7,4,47226,948366.9679
323.5635206,"88,090.374",4,4,55834,1641473.662
225.0481144,"61,269.492",5,6,41079,999369.7984
286.1711216,"77,910.270",5,4,28127,983180.3746
262.6288506,"71,500.872",8,4,33742,1439892.632
283.0076766,"77,049.020",6,2,19147,812512.2413
266.2065165,"72,474.893",7,3,33307,1304511.899
256.6239165,"69,866.025",6,2,48601,1246270.01
287.8059527,"78,355.354",5,4,26741,1277112.117
281.1434383,"76,541.480",6,3,45686,1734814.16
252.6318222,"68,779.174",5,6,18901,869924.0584
191.1287051,"52,034.912",7,2,20445,961727.4684
337.695475,"91,937.808",5,4,19332,1267150.837
244.1423976,"66,467.923",7,4,59258,1820189.533
229.197932,"62,399.283",5,4,29409,716344.6279
233.1574266,"63,477.258",8,5,28894,1204400.616
247.55486,"67,396.968",7,3,42768,1560805.071
295.2112346,"80,371.446",7,4,18859,1644242.024
236.0932501,"64,276.538",7,4,40729,1586312.158
217.0232769,"59,084.725",7,2,42956,1073254.144
202.1675345,"55,040.240",6,4,58041,1090888.963
285.7777942,"77,803.186",7,5,42091,1568181.614
182.7985971,"49,767.034",7,4,40776,927978.9092
208.4161029,"56,741.417",6,6,26252,985006.9862
242.0740347,"65,904.810",6,3,43800,1636414.892
268.2080702,"73,019.818",7,2,50932,1542488.695
211.2820977,"57,521.686",5,4,29113,806255.8756
262.5777361,"71,486.956",5,2,41479,1101341.194
297.9162773,"81,107.896",7,6,40937,1787324.506
264.4872097,"72,006.811",6,2,37402,1235593.277
242.6878639,"66,071.925",6,2,19935,1033626.411
266.8693623,"72,655.354",6,3,38039,1335848.332
222.9046267,"60,685.926",6,6,27531,943469.808
297.685052,"81,044.945",6,4,38512,1382998.251
214.2101937,"58,318.862",7,4,29492,859208.7212
241.2284428,"65,674.597",7,4,34493,1234629.595
289.6588555,"78,859.808",6,3,38199,1248845.209
278.5851616,"75,844.987",6,4,31903,1108912.515
285.0896969,"77,615.851",6,2,36592,1466411.79
205.6492504,"55,988.139",7,3,55043,1454035.008
292.2733413,"79,571.603",7,3,43602,1457230.646
250.1358837,"68,099.653",5,2,35347,837540.1697
255.2405549,"69,489.403",3,5,28390,694472.1081
349.7235872,"95,212.469",6,4,43890,2139725.54
214.9972438,"58,533.136",5,4,49321,1285312.244
227.2724753,"61,875.076",6,4,35833,975005.7737
295.3978842,"80,422.262",6,3,51383,1661435.48
150.8348071,"41,064.872",5,5,37601,557228.7842
253.024153,"68,885.987",6,3,21689,871325.2613
259.5307006,"70,657.398",7,2,22744,1246485.184
287.2333234,"78,199.455",5,2,50241,1491153.03
233.3733728,"63,536.049",7,6,45842,1532682.048
210.0707511,"57,191.896",6,2,21519,646248.1834
325.9255857,"88,733.448",5,4,32506,1397943.513
170.0118638,"46,285.838",6,3,42246,1153321.604
263.7270625,"71,799.861",5,3,33178,1135030.683
233.9788409,"63,700.888",7,2,52554,1312466.974
225.9539269,"61,516.100",5,4,44913,1224001.871
245.1769081,"66,749.569",7,3,46554,1394637.65
314.6692259,"85,668.897",5,6,24273,1218125.212
196.7393146,"53,562.404",6,3,17964,266298.8811
224.5533377,"61,134.789",6,4,49167,1052567.699
259.4784729,"70,643.179",8,5,24299,1460450.981
281.4904468,"76,635.953",6,3,39793,1205377.911
272.6512335,"74,229.472",7,2,20043,1110394.025
252.4989043,"68,742.987",6,4,34009,1218566.262
155.1724594,"42,245.801",5,4,53671,862865.8153
211.6858154,"57,631.598",6,4,33884,705100.5116
261.0344999,"71,066.809",5,2,43420,1112194.752
263.7781085,"71,813.758",5,3,27308,1049981.352
294.4157364,"80,154.872",7,4,45609,1650269.18
261.6315575,"71,229.358",5,4,27169,699787.319
239.4195162,"65,182.116",4,4,32730,779106.0225
239.6990311,"65,258.214",8,3,44353,1748474.694
293.8048918,"79,988.569",5,4,53110,1550036.519
182.4211259,"49,664.268",5,3,29404,581134.9649
270.2634497,"73,579.396",8,5,37368,1537765.661
278.6610004,"75,865.635",6,3,30351,975054.5664
286.679976,"78,048.806",5,4,28727,990725.6518
255.0822214,"69,446.297",6,3,22578,1092843.3
268.1567557,"73,005.847",4,3,36706,1217309.129
287.0401154,"78,146.854",7,3,30040,1622261.672
235.2345976,"64,042.769",7,4,21351,1288490.268
355.9184066,"96,899.013",4,3,50293,1697281.494
275.701007,"75,059.775",6,6,18699,1242316.991
356.5691008,"97,076.165",6,2,39916,1969194.124
276.4004821,"75,250.207",7,4,34098,1418723.657
224.42326,"61,099.375",5,4,33249,744450.2293
159.4172276,"43,401.442",7,3,24589,736817.3769
279.9938855,"76,228.513",6,5,46694,1820595.367
259.6818471,"70,698.548",5,3,26598,799191.0381
215.6812609,"58,719.360",6,4,44957,1296240.112
269.007941,"73,237.583",7,2,33995,1341722.836
186.6581154,"50,817.791",4,5,34818,771002.0763
221.4786499,"60,297.703",7,6,33621,1243748.119
233.4552709,"63,558.346",6,4,37970,1138036.595
252.3579475,"68,704.612",5,3,40183,1020145.973
268.1133245,"72,994.023",7,3,40450,1507035.874
197.7866809,"53,847.550",5,4,23853,569876.7749
231.3757316,"62,992.190",6,3,23117,867311.0637
304.8831016,"83,004.618",4,4,44195,1325354.508
270.7056398,"73,699.783",8,5,34446,1710966.036
164.679217,"44,834.022",6,4,40784,757469.0222
255.2638637,"69,495.749",6,3,36249,1450786.775
266.5995589,"72,581.900",4,2,26765,1004340.036
282.4915549,"76,908.506",5,3,57323,1957984.944
259.534604,"70,658.461",7,6,32689,1262187.042
265.9521794,"72,405.650",4,2,32749,718187.0166
231.0137731,"62,893.647",5,5,35594,1271518.964
281.4566714,"76,626.758",7,2,20782,1333995.852
248.9657645,"67,781.088",6,4,43571,1424389.483
271.8235354,"74,004.130",7,3,25909,1078577.267
227.7541171,"62,006.203",6,4,53450,1536899.083
244.9883985,"66,698.247",5,4,40558,1165875.306
273.8740734,"74,562.391",5,6,18598,1165877.669
248.7238156,"67,715.217",5,4,38555,1099917.434
180.184269,"49,055.282",8,4,26841,1244630.998
244.2045506,"66,484.844",6,3,28003,873509.1895
267.7667139,"72,899.658",5,4,39311,1270928.034
246.3769002,"67,076.268",4,6,35182,997618.6798
180.7107951,"49,198.629",6,2,44787,913978.5734
207.0673324,"56,374.213",6,3,35085,856207.6028
286.7839468,"78,077.112",7,3,40737,1729392.204
261.1680793,"71,103.176",6,5,59442,1518787.761
220.0356587,"59,904.848",5,4,35189,752168.0689
248.5685332,"67,672.941",6,3,39902,1550931.068
246.5522045,"67,123.995",5,4,56400,1327806.729
239.7575296,"65,274.140",10,2,25621,1399906.45
227.0978861,"61,827.544",7,3,31309,1235591.828
183.8053565,"50,041.125",6,3,68312,1626676.49
252.9668243,"68,870.379",5,2,42188,1099959.639
206.6011929,"56,247.306",7,3,36910,1289190.763
292.9765848,"79,763.062",6,3,53615,1441312.168
186.0822918,"50,661.022",6,4,44262,829128.6568
239.2749482,"65,142.757",8,4,42575,1443228.288
197.0291458,"53,641.310",5,5,36472,616056.96
204.6516415,"55,716.540",5,4,42051,809057.4586
250.7524089,"68,267.503",6,4,35935,1383938.367
306.5006381,"83,444.994",5,2,44808,1514555.082
281.3948145,"76,609.917",4,3,55430,1214689.184
289.019839,"78,685.835",7,5,34768,1672445.348
316.7397543,"86,232.600",4,6,38437,1496776.83
278.6668644,"75,867.231",7,3,32320,1408427.758
269.7086409,"73,428.349",7,6,42332,1447492.964
275.4625543,"74,994.856",5,3,41652,1301486.686
215.9006514,"58,779.090",8,6,38936,1472809.487
182.7603225,"49,756.614",6,6,44877,975384.1814
261.2864048,"71,135.390",6,3,15442,1088699.399
304.5718909,"82,919.891",6,3,44985,1527676.374
218.51974,"59,492.138",4,6,46608,1078534.553
258.4514815,"70,363.580",7,2,22201,1054249.207
260.5941055,"70,946.911",7,3,41819,1214262.699
288.8746554,"78,646.309",4,4,17552,920951.5683
269.1392574,"73,273.334",6,4,36791,1132983.955
308.9620736,"84,115.121",8,4,21777,1731564.379
291.7652604,"79,433.278",5,2,40078,1236633.087
255.8220236,"69,647.709",6,2,41612,1473680.604
292.5208889,"79,638.998",6,3,37130,1852584.523
282.2998137,"76,856.304",6,4,29382,1254938.142
301.9252983,"82,199.355",7,5,33609,1638661.432
267.452661,"72,814.157",6,2,37883,1367130.348
276.0978377,"75,167.812",6,4,32966,1327961.098
258.9810185,"70,507.747",6,2,41981,1332042.912
172.3837141,"46,931.576",8,3,22190,893215.2366
220.8896414,"60,137.345",7,2,15994,832691.1781
242.5214245,"66,026.612",4,4,43645,885249.1825
279.7482304,"76,161.634",5,3,13802,715460.4683
255.5971091,"69,586.476",6,3,35254,1509962.022
319.0413278,"86,859.204",6,3,46560,1942640.265
250.4400582,"68,182.465",6,4,41934,1175289.161
221.7785876,"60,379.362",8,4,43552,1675523.367
203.5995125,"55,430.097",6,3,36332,886321.0236
183.7146445,"50,016.429",6,3,29559,497368.0368
182.0511616,"49,563.545",5,3,23819,542596.9895
272.8365571,"74,279.926",7,5,26947,1422004.011
269.6817279,"73,421.022",7,5,35631,1491290.049
272.7383696,"74,253.195",5,5,26957,1279279.8
294.1132142,"80,072.510",7,4,32416,1838984.44
247.9370409,"67,501.017",6,3,27413,807916.3134
255.5359049,"69,569.813",5,4,27113,1076602.188
301.1845487,"81,997.685",5,4,38628,1232872.356
250.6068766,"68,227.882",6,3,38295,1038153.949
272.471658,"74,180.582",6,4,31462,1140209.078
241.693588,"65,801.233",6,4,42607,1305101.774
259.7588823,"70,719.521",5,3,29301,1044017.432
218.7803334,"59,563.085",6,4,24196,906543.7654
210.5112002,"57,311.808",6,6,38930,1200888.773
280.8004158,"76,448.092",7,3,23215,1412619.71
253.2027753,"68,934.617",6,3,27479,1109260.854
272.8151957,"74,274.111",5,7,32789,1347202.578
301.615875,"82,115.114",7,4,46052,1796531.903
211.831839,"57,671.353",6,4,30496,960904.9954
249.9968972,"68,061.814",6,3,30689,1255736.409
269.3646006,"73,334.684",5,2,32271,935061.3093
320.6423672,"87,295.088",6,2,23400,1116680.146
286.3904916,"77,969.994",5,4,29941,1519415.353
246.0872216,"66,997.403",7,3,55761,1788786.456
254.2985676,"69,232.947",5,5,23728,1144319.076
255.963847,"69,686.320",5,5,41008,1148508.025
222.8273844,"60,664.897",6,6,37713,1029273.279
223.4622051,"60,837.727",7,2,58169,1543966.426
260.5858134,"70,944.653",6,4,18268,1029951.81
232.5351172,"63,307.834",6,4,31957,1286974.697
254.3249609,"69,240.132",5,3,34501,1169736.791
194.0866398,"52,840.211",7,4,40737,1268421.104
189.0919857,"51,480.413",6,5,29803,987973.8928
227.5729714,"61,956.886",5,4,32898,1128895.125
306.367649,"83,408.787",6,2,59347,1770681.132
253.2720753,"68,953.484",5,2,13008,568842.5356
245.7649838,"66,909.673",4,3,34625,821598.9852
237.6771147,"64,707.746",6,2,23746,931733.3639
194.4308201,"52,933.914",7,4,44767,1218635.851
300.2567033,"81,745.078",7,3,21021,1626659.96
292.6119789,"79,663.797",7,3,32807,1298476.895
242.5692117,"66,039.622",5,5,28616,752357.2824
272.0986412,"74,079.028",7,3,32447,1696339.544
322.2633537,"87,736.403",7,2,28114,1578146.34
211.7824237,"57,657.900",5,3,35438,731715.2643
284.3545337,"77,415.703",6,4,11915,1009854.705
304.3830227,"82,868.472",5,5,20958,1111655.906
280.6085143,"76,395.847",7,3,49785,1626125.166
200.0108518,"54,453.082",6,5,40552,999970.6794
262.1871612,"71,380.621",6,3,36428,1295967.387
235.7895997,"64,193.869",8,3,42962,1545864.166
284.7153156,"77,513.926",6,3,34958,1360910.728
370.0314535,"1,00,741.299",6,4,26041,1644923.078
276.9201308,"75,391.682",6,3,43359,1435769.769
325.8803082,"88,721.121",6,3,30966,1528987.325
278.4926414,"75,819.799",7,4,28939,1373106.567
200.1733585,"54,497.324",6,4,29180,756216.5758
269.0727638,"73,255.231",5,3,41369,1413105.495
246.7460548,"67,176.770",6,4,40456,1440317.763
229.0477811,"62,358.404",7,4,35366,1212276.357
253.6617112,"69,059.562",6,4,35742,1356539.507
223.7374546,"60,912.664",7,2,25280,1056225.686
220.5683,"60,049.860",6,5,41799,1384787.457
275.5696897,"75,024.023",6,4,35673,1194440.286
261.9803041,"71,324.304",4,2,27362,858159.6196
262.3690551,"71,430.142",5,5,45173,1471031.421
266.8384778,"72,646.945",6,5,51127,1626592.991
188.5724394,"51,338.967",6,3,28732,781524.1764
273.4096456,"74,435.950",4,3,51546,1329521.139
226.5831048,"61,687.394",6,3,45279,1210826.773
254.4894314,"69,284.910",5,3,37681,1259163.065
243.1214359,"66,189.966",8,6,24912,1497377.181
216.1482092,"58,846.487",8,3,37979,1159699.966
300.5441606,"81,823.339",5,3,31556,1556256.437
232.7039688,"63,353.804",5,4,37718,932616.0682
325.1823301,"88,531.096",6,6,34410,1842065.953
264.0997816,"71,901.334",7,4,36966,1414294.898
266.8368641,"72,646.506",5,4,35629,1285019.137
278.0228591,"75,691.900",5,2,24437,867044.9596
249.1477328,"67,830.629",6,4,10841,1077059.156
260.5444741,"70,933.399",5,3,40092,1088634.962
168.0454975,"45,750.494",5,3,39693,494609.0334
209.5866408,"57,060.096",5,3,36854,767214.7961
276.0135555,"75,144.866",8,6,21261,1658571.864
262.1232216,"71,363.214",7,4,27965,1308508.119
257.7393814,"70,169.711",6,3,35197,1217021.519
207.8105445,"56,576.553",6,4,38519,940229.2343
209.6331316,"57,072.753",6,5,39652,1208458.246
288.9962712,"78,679.419",6,3,57410,2082236.244
257.4523299,"70,091.561",6,4,37410,1081497.277
179.8231419,"48,956.965",7,4,28742,813726.1138
193.5976075,"52,707.072",6,3,37737,1016301.443
254.5011456,"69,288.099",7,5,52970,1782803.869
234.7765004,"63,918.052",5,4,48670,1095035.106
285.4026538,"77,701.054",8,6,49495,2187326.443
309.4336143,"84,243.498",6,2,30240,1366668.185
282.4673092,"76,901.905",6,5,50668,1727592.637
255.388664,"69,529.726",4,5,23887,815190.6526
249.4325505,"67,908.171",6,3,32950,1383508.062
229.7788587,"62,557.440",6,3,33986,1122563.819
255.9123901,"69,672.311",5,6,31800,1059113.721
245.3079535,"66,785.246",6,4,33872,1480441.534
261.3696673,"71,158.058",5,3,30221,1016871.415
254.7709666,"69,361.558",5,3,30185,682632.8049
236.8943553,"64,494.639",6,4,17477,685775.598
223.3170286,"60,798.203",5,3,43682,939139.0293
297.7201842,"81,054.510",8,3,45684,1730103.133
253.8589254,"69,113.254",6,4,48475,1296432.785
291.8582535,"79,458.595",6,3,46292,1825071.452
245.6063925,"66,866.497",6,5,32428,1126085.139
224.4891148,"61,117.304",5,4,32508,729989.3499
268.3429033,"73,056.526",6,4,45566,1183272.511
282.5026109,"76,911.516",6,3,27891,1128842.209
238.8046113,"65,014.707",5,4,23417,1009831.135
281.7884963,"76,717.097",6,3,22276,1005392.419
232.6183969,"63,330.507",6,4,20384,983534.15
213.0267471,"57,996.667",6,4,45787,1626893.547
272.7795921,"74,264.417",6,3,47367,1379671.075
221.2804133,"60,243.733",7,3,33350,1299327.433
286.4220674,"77,978.590",5,4,39731,1162191.791
269.8202202,"73,458.727",6,2,31514,1056562.595
271.4685266,"73,907.479",5,6,37171,1295099.437
189.6341375,"51,628.015",5,4,32713,817938.7774
354.0766114,"96,397.583",4,2,22682,1053966.425
250.3003738,"68,144.436",7,5,33489,1427890.046
215.0514239,"58,547.887",7,6,40084,1226440.247
286.6995892,"78,054.146",7,2,16144,975921.8634
284.4932923,"77,453.480",6,3,53100,1664147.639
278.1580226,"75,728.699",7,2,46231,1517922.272
224.3570547,"61,081.351",6,3,25628,1132662.215
264.9042606,"72,120.353",5,5,49376,1447671.675
280.8177364,"76,452.807",6,4,24442,1220591.006
194.8826339,"53,056.921",5,6,35763,1186662.514
231.702313,"63,081.102",6,5,41562,1244789.022
245.7878036,"66,915.886",5,4,26897,966576.0202
257.9409295,"70,224.582",6,6,43719,1707494.922
207.9357586,"56,610.643",5,3,25495,729641.7409
270.6299118,"73,679.166",8,2,19414,1235144.096
209.7900835,"57,115.484",8,3,31202,1278618.62
232.3974432,"63,270.352",4,3,48532,1084011.704
252.4446886,"68,728.227",6,5,46415,1786085.751
211.6813186,"57,630.374",6,3,38749,1096938.428
297.3339447,"80,949.356",6,4,40034,1606602.684
222.5413545,"60,587.025",7,3,35684,1346969.103
155.2201131,"42,258.775",6,6,49216,852703.2637
289.2837391,"78,757.682",7,4,20453,1084763.03
174.8185015,"47,594.448",7,4,41311,1133814.078
200.0573741,"54,465.747",6,3,7235,395523.2461
192.46878,"52,399.748",5,5,18117,827268.2274
253.2409059,"68,944.998",7,6,56617,2119176.262
269.4049654,"73,345.673",5,6,46245,1629573.886
271.0347979,"73,789.396",4,6,40940,1082370.171
242.5965077,"66,047.054",4,5,26535,642809.9667
278.8190749,"75,908.671",4,5,35040,1036277.062
310.9547322,"84,657.624",8,5,37068,1921028.57
250.0432283,"68,074.428",5,4,32061,1076032.554
183.1748879,"49,869.480",7,4,36326,892039.4035
221.4895295,"60,300.665",6,4,34196,992566.6233
276.3830657,"75,245.465",8,3,37411,1562887.225
279.434081,"76,076.106",6,3,45328,1567859.073
299.2274549,"81,464.865",6,6,45712,1593331.709
209.7140426,"57,094.781",7,5,30879,1079408.595
274.3534274,"74,692.895",8,3,58222,2001910.216
278.8471134,"75,916.304",5,4,52072,1686562.169
173.1092306,"47,129.098",6,4,34721,779962.101
228.8960211,"62,317.087",4,4,36076,685355.4168
211.4817977,"57,576.054",4,3,28654,634218.4408
284.5969782,"77,481.708",6,2,30736,1153680.146
276.9813863,"75,408.359",5,4,33003,1235226.478
270.8528016,"73,739.848",5,4,38988,1423125.541
254.6466133,"69,327.702",8,4,31949,1550181.075
354.6401223,"96,550.999",8,3,25707,1740719.107
310.331074,"84,487.832",6,4,41765,1685967.648
195.9186944,"53,338.989",4,6,45235,858088.7188
289.2470581,"78,747.696",6,5,48614,1785374.292
269.8909265,"73,477.976",5,3,46611,1113782.468
298.1069031,"81,159.794",5,4,40862,1182887.997
269.2168603,"73,294.461",6,4,32253,1151128.915
223.8620706,"60,946.591",7,2,39661,1420070.02
197.5869634,"53,793.176",6,2,43458,1047280.112
240.5147974,"65,480.307",6,2,35057,860804.446
246.0508865,"66,987.510",8,2,26672,1314635.69
244.72501,"66,626.540",5,3,20258,518831.4706
233.0421161,"63,445.864",7,5,46462,1510883.777
187.0921587,"50,935.959",7,6,44128,988123.7553
272.1239585,"74,085.921",6,4,49674,1490904.563
236.5859669,"64,410.680",7,2,47477,1306349.992
245.0316563,"66,710.024",7,6,34238,1628490.793
161.3985994,"43,940.871",7,2,23999,547918.3264
254.5961718,"69,313.970",5,3,30419,946821.3369
243.8870467,"66,398.404",5,5,25842,1074369.777
246.596579,"67,136.076",6,5,31846,1468752.657
244.4329145,"66,547.016",6,4,27851,1094879.773
266.1972357,"72,472.367",6,2,19745,754960.5528
304.7119409,"82,958.020",5,4,43015,1578760.808
326.7890316,"88,968.522",5,3,34752,1433006.645
306.3987115,"83,417.244",7,4,34922,1794014.298
252.021484,"68,613.009",7,3,31936,1373022.244
251.7067966,"68,527.336",4,2,38853,961311.7292
289.5079181,"78,818.715",6,3,20631,1398466.628
282.6382774,"76,948.451",6,3,33190,1676172.305
206.8511295,"56,315.352",5,3,40985,899466.5749
311.8405808,"84,898.796",7,4,46067,1658695.141
198.6950433,"54,094.852",6,6,29371,785460.6977
252.1986668,"68,661.247",5,2,25431,895441.0221
319.7878934,"87,062.457",7,2,15008,1442674.185
301.5367027,"82,093.559",5,2,30644,1324022.025
214.9559579,"58,521.896",5,3,44423,671671.7145
261.2203482,"71,117.406",5,4,43998,1065953.376
282.4171637,"76,888.252",5,4,40974,1124800.012
237.3115569,"64,608.222",4,4,36947,697840.5675
222.4238683,"60,555.040",7,5,46257,1646565.054
297.4474614,"80,980.261",5,3,37341,1416648.297
256.9156965,"69,945.462",6,5,25022,1072891.083
209.2055503,"56,956.344",6,3,57932,1217320.703
218.8436819,"59,580.332",5,4,38525,1096173.168
276.9436203,"75,398.077",6,4,42304,1216307.146
290.3782093,"79,055.652",7,5,41725,1621035.903
250.1860499,"68,113.311",6,3,44316,1445804.832
331.3175166,"90,201.405",6,2,35221,1417957.983
162.3732118,"44,206.210",6,6,23034,677277.5966
303.9432801,"82,748.751",6,3,20152,1410814.985
289.9295188,"78,933.496",7,3,28675,1520371.008
205.0819891,"55,833.702",7,3,37839,1086716.796
271.2710053,"73,853.704",6,4,34824,1647216.594
282.6678114,"76,956.491",7,4,23867,1203623.841
266.9700207,"72,682.758",7,3,45349,1715743.409
235.769974,"64,188.525",7,6,34211,1267714.149
307.2774797,"83,656.489",8,4,42842,1564563.568
197.5873458,"53,793.281",5,3,37684,628870.3456
330.2499231,"89,910.752",6,4,37518,1534156.311
235.465404,"64,105.606",6,3,42938,1041896.851
220.6639127,"60,075.891",5,6,30395,950121.5621
265.6804758,"72,331.679",7,3,34718,1377275.179
157.8312543,"42,969.659",6,4,29594,777733.6134
177.8444048,"48,418.252",6,4,41513,702321.7523
212.6005847,"57,880.644",6,6,20256,846052.9112
275.4526359,"74,992.155",7,6,30885,1390870.095
199.0933854,"54,203.301",7,2,60388,1394900.985
259.4396407,"70,632.607",7,4,45919,1779858.274
316.073044,"86,051.087",6,3,49476,1754866.395
266.7762707,"72,630.009",6,3,45889,1160397.822
227.0773039,"61,821.940",6,4,19123,808373.703
259.8877192,"70,754.597",6,6,25442,1277172.476
230.8174239,"62,840.190",6,3,35659,1026126.584
199.2997218,"54,259.476",6,4,26482,469016.2478
205.9165085,"56,060.900",6,4,42461,962551.0371
317.3615865,"86,401.894",6,3,38799,1385749.141
269.8497711,"73,466.772",6,6,43108,1605398.572
260.1183943,"70,817.398",6,5,33597,1196254.118
292.6023066,"79,661.164",7,6,44100,1879797.72
225.9190122,"61,506.595",6,3,53962,1271752.432
286.9209874,"78,114.421",8,6,41831,1876746.487
270.9969539,"73,779.093",5,2,40935,1109586.411
289.0935757,"78,705.910",5,6,40205,1560270.485
305.3990503,"83,145.086",7,6,7360,1572814.863
232.2600269,"63,232.940",7,4,33638,1465223.509
262.8461072,"71,560.020",6,4,40311,1049672.249
291.3137802,"79,310.362",4,4,43982,1231157.255
206.7591911,"56,290.321",6,3,27649,854812.258
273.7422383,"74,526.499",6,5,32518,1250494.74
225.7763306,"61,467.750",5,5,38816,962183.803
270.5525974,"73,658.117",6,4,57646,1864670.074
208.4240419,"56,743.578",5,4,23889,577104.8149
233.5457392,"63,582.976",5,2,52071,1016187.104
287.8191565,"78,358.948",5,6,40591,1492965.733
303.9240256,"82,743.509",7,5,41859,1811265.523
227.2815592,"61,877.549",6,3,28605,1083745.372
220.2526132,"59,963.914",7,3,39170,1292979.365
213.4045964,"58,099.537",7,4,27063,1155513.175
275.6825642,"75,054.753",6,4,37179,1294069.533
290.775367,"79,163.779",4,4,31514,1159147.109
255.068074,"69,442.445",6,3,56984,1469561.675
279.8201268,"76,181.208",5,4,22850,988746.4206
208.6278837,"56,799.074",5,4,52875,774491.6533
192.8798224,"52,511.654",5,3,24613,325195.9428
317.2179306,"86,362.783",6,4,34050,1477595.999
272.6550763,"74,230.518",6,5,19109,1483808.337
296.7611832,"80,793.421",4,4,25378,867444.7049
266.734137,"72,618.538",5,4,37346,1420858.824
178.7408102,"48,662.299",6,6,29002,680982.7688
261.8075368,"71,277.268",5,3,36326,996996.3554
294.8962118,"80,285.681",6,3,48634,1439028.521
230.235635,"62,681.798",7,3,17454,796910.7112
241.2253367,"65,673.751",6,6,32367,1166158.185
236.6454191,"64,426.866",6,3,18214,1055548.676
307.811292,"83,801.820",5,5,33185,1642051.832
321.9023357,"87,638.116",6,2,34109,1734239.138
254.1029891,"69,179.700",5,3,36324,1193519.508
284.8143729,"77,540.894",3,2,21672,555755.6568
248.3464979,"67,612.492",5,5,40272,1244631.519
268.7989068,"73,180.673",6,3,43145,1768036.334
278.3697784,"75,786.349",5,3,36352,1047452.508
250.8508649,"68,294.308",6,4,21771,1038330.039
211.8802274,"57,684.527",6,2,31033,895600.4237
263.3670313,"71,701.842",6,6,27610,1352018.254
250.7217662,"68,259.160",7,3,17861,1128045.105
260.687143,"70,972.241",5,4,45697,1268570.809
261.9200602,"71,307.903",5,3,27619,1061517.709
321.8612993,"87,626.943",7,3,36654,1724733.025
244.8170599,"66,651.600",8,5,46166,1660975.171
251.9738524,"68,600.042",8,3,39091,1797621.22
249.2043715,"67,846.049",5,4,27442,879511.1964
232.6723209,"63,345.187",8,3,41462,1565151.545
243.3867317,"66,262.193",6,4,45055,1199128.404
270.5562217,"73,659.103",5,4,39575,651787.9705
223.7072853,"60,904.451",4,2,33078,586381.5473
233.4010637,"63,543.588",6,3,44542,1151741.155
248.2375987,"67,582.844",6,3,41530,1279051.669
201.4385177,"54,841.765",5,2,31196,585531.2381
255.8574841,"69,657.363",6,3,29973,884227.2099
243.7818031,"66,369.751",4,6,18684,796666.1224
252.65636,"68,785.855",6,4,40635,1624842.124
225.1826442,"61,306.118",8,2,37253,1559997.151
201.4714917,"54,850.742",5,3,38391,615506.8011
263.7123621,"71,795.858",6,6,49773,1533492.797
255.9281312,"69,676.597",5,3,31727,1239940.042
205.015384,"55,815.569",7,2,42962,1308465.24
262.0106019,"71,332.553",6,4,49628,1430813.413
227.5519768,"61,951.170",6,5,31521,943404.239
212.50893,"57,855.691",5,4,40582,938420.7846
245.0171485,"66,706.075",6,5,38981,1206393.181
201.61607,"54,890.103",5,2,32642,481391.6433
226.5063557,"61,666.499",6,3,24866,1144641.819
277.0808007,"75,435.424",6,3,22637,1028636.423
226.5669618,"61,682.999",6,4,29674,856931.5284
250.5459325,"68,211.290",8,4,40809,1742566.006
276.5189058,"75,282.448",7,5,28386,1617114.944
246.6247698,"67,143.750",6,3,32716,1364029.168
253.3478116,"68,974.103",8,3,31833,1702526.056
256.5475666,"69,845.238",6,6,37014,1375105.346
273.555081,"74,475.545",6,5,21149,1174779.158
257.9229616,"70,219.690",6,5,28554,1126778.414
236.7516198,"64,455.779",6,6,29066,1095727.673
157.7228232,"42,940.139",4,6,45709,680418.724
244.2265488,"66,490.833",7,5,33650,1506798.755
236.0392228,"64,261.829",6,2,41191,1185935.641
312.9742,"85,207.425",7,5,40946,2024121.461
280.1392637,"76,268.093",6,6,25979,1562842.638
256.8164499,"69,918.442",7,4,54347,1851065.497
187.8594358,"51,144.851",4,3,18278,287307.5837
266.6045317,"72,583.253",7,4,21768,968280.5181
213.7077132,"58,182.061",6,5,17669,880084.7004
315.7108993,"85,952.493",7,6,24222,1685368.164
293.1187177,"79,801.757",6,2,33580,1169547.521
249.4855689,"67,922.605",7,3,35448,1613814.875
169.1924578,"46,062.754",8,2,28288,675919.6816
307.2854565,"83,658.661",6,4,42648,1688642.679
214.1402748,"58,299.826",5,4,31675,868435.275
228.9906392,"62,342.847",7,2,38010,823941.9221
162.8214976,"44,328.256",6,2,20820,601007.3512
269.865056,"73,470.933",6,3,32856,1144901.266
236.6867166,"64,438.109",6,4,40539,1069827.807
200.2442777,"54,516.632",7,2,51299,944491.0396
272.4787234,"74,182.506",5,3,14660,790721.3678
160.8822392,"43,800.292",7,2,34185,809486.7099
186.2370411,"50,703.153",6,4,26324,743393.3473
300.1704862,"81,721.606",4,4,40455,1130293.597
273.4812417,"74,455.442",7,5,62450,1867050.536
226.387114,"61,634.036",6,3,46857,1043548.609
